date,teamA,teamB,winner,map_name,region,tier,teamA_players,teamB_players,teamA_ACS,teamB_ACS,teamA_KD,teamB_KD
2025-09-08,100 Thieves GC,FlyQuest RED,100 Thieves GC,Sunset,Unknown,2,"100 Thieves GC_player1,100 Thieves GC_player2,100 Thieves GC_player3,100 Thieves GC_player4,100 Thieves GC_player5","FlyQuest RED_player1,FlyQuest RED_player2,FlyQuest RED_player3,FlyQuest RED_player4,FlyQuest RED_player5",192.4,215.1,0.8,1.02
2025-09-08,100 Thieves GC,FlyQuest RED,FlyQuest RED,Lotus,Unknown,2,"100 Thieves GC_player1,100 Thieves GC_player2,100 Thieves GC_player3,100 Thieves GC_player4,100 Thieves GC_player5","FlyQuest RED_player1,FlyQuest RED_player2,FlyQuest RED_player3,FlyQuest RED_player4,FlyQuest RED_player5",209.9,221.0,0.95,1.19
2025-09-08,Ghost Gaming,Hakikimori GC,Ghost Gaming,Lotus,Unknown,2,"Ghost Gaming_player1,Ghost Gaming_player2,Ghost Gaming_player3,Ghost Gaming_player4,Ghost Gaming_player5","Hakikimori GC_player1,Hakikimori GC_player2,Hakikimori GC_player3,Hakikimori GC_player4,Hakikimori GC_player5",199.9,172.5,1.13,1.22
2025-09-08,Ghost Gaming,Hakikimori GC,Ghost Gaming,Bind,Unknown,2,"Ghost Gaming_player1,Ghost Gaming_player2,Ghost Gaming_player3,Ghost Gaming_player4,Ghost Gaming_player5","Hakikimori GC_player1,Hakikimori GC_player2,Hakikimori GC_player3,Hakikimori GC_player4,Hakikimori GC_player5",185.3,215.5,1.04,0.91
2025-09-08,Ghost Gaming,Hakikimori GC,Hakikimori GC,Sunset,Unknown,2,"Ghost Gaming_player1,Ghost Gaming_player2,Ghost Gaming_player3,Ghost Gaming_player4,Ghost Gaming_player5","Hakikimori GC_player1,Hakikimori GC_player2,Hakikimori GC_player3,Hakikimori GC_player4,Hakikimori GC_player5",197.7,204.7,0.46,1.18
2025-09-08,MIBR GC,Paintress,MIBR GC,Split,Unknown,2,"MIBR GC_player1,MIBR GC_player2,MIBR GC_player3,MIBR GC_player4,MIBR GC_player5","Paintress_player1,Paintress_player2,Paintress_player3,Paintress_player4,Paintress_player5",215.4,199.6,0.98,0.91
2025-09-08,MIBR GC,Paintress,MIBR GC,Ascent,Unknown,2,"MIBR GC_player1,MIBR GC_player2,MIBR GC_player3,MIBR GC_player4,MIBR GC_player5","Paintress_player1,Paintress_player2,Paintress_player3,Paintress_player4,Paintress_player5",217.9,170.4,1.0,0.71
2025-09-08,ULF Esports,Mandatory,ULF Esports,Lotus,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5",253.6,204.4,1.56,1.2
2025-09-08,ULF Esports,Mandatory,ULF Esports,Haven,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5",197.0,263.5,1.53,1.17
2025-09-08,ULF Esports,Mandatory,ULF Esports,Split,ALL,2,"ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5","Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5",247.2,205.7,1.43,1.15
2025-09-07,RED Canids,Team Solid,Team Solid,Breeze,Unknown,2,"RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5","Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5",169.2,205.8,1.02,1.08
2025-09-07,RED Canids,Team Solid,Team Solid,Split,Unknown,2,"RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5","Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5",204.6,185.5,1.21,1.07
2025-09-07,RED Canids,Team Solid,Team Solid,Bind,Unknown,2,"RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5","Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5",152.2,228.1,0.98,0.86
2025-09-07,Alliance Guardians,Burger Boyz,Alliance Guardians,Lotus,ALL,2,"Alliance Guardians_player1,Alliance Guardians_player2,Alliance Guardians_player3,Alliance Guardians_player4,Alliance Guardians_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",231.4,254.9,1.22,1.21
2025-09-07,Alliance Guardians,Burger Boyz,Alliance Guardians,Bind,ALL,2,"Alliance Guardians_player1,Alliance Guardians_player2,Alliance Guardians_player3,Alliance Guardians_player4,Alliance Guardians_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",251.6,220.6,1.36,1.56
2025-09-07,Alliance Guardians,Burger Boyz,Alliance Guardians,Bind,ALL,2,"Alliance Guardians_player1,Alliance Guardians_player2,Alliance Guardians_player3,Alliance Guardians_player4,Alliance Guardians_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",240.5,234.8,1.72,1.3
2025-09-07,Team Slatt,SaD Esports,Team Slatt,Lotus,ALL,2,"Team Slatt_player1,Team Slatt_player2,Team Slatt_player3,Team Slatt_player4,Team Slatt_player5","SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5",161.4,218.5,0.84,1.51
2025-09-07,Team Slatt,SaD Esports,SaD Esports,Abyss,ALL,2,"Team Slatt_player1,Team Slatt_player2,Team Slatt_player3,Team Slatt_player4,Team Slatt_player5","SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5",245.4,202.1,1.17,1.38
2025-09-07,Team Slatt,SaD Esports,SaD Esports,Sunset,ALL,2,"Team Slatt_player1,Team Slatt_player2,Team Slatt_player3,Team Slatt_player4,Team Slatt_player5","SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5",240.5,226.8,1.4,0.9
2025-09-07,ShindeN,Six Karma,ShindeN,Lotus,Unknown,2,"ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",209.5,172.2,1.1,1.08
2025-09-07,ShindeN,Six Karma,ShindeN,Breeze,Unknown,2,"ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",203.4,240.0,1.27,1.22
2025-09-07,ShindeN,Six Karma,ShindeN,Breeze,Unknown,2,"ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",198.4,189.4,0.93,1.05
2025-09-07,DNSTY,ULF Esports,DNSTY,Icebox,ALL,2,"DNSTY_player1,DNSTY_player2,DNSTY_player3,DNSTY_player4,DNSTY_player5","ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5",256.9,229.0,1.14,1.15
2025-09-07,DNSTY,ULF Esports,DNSTY,Sunset,ALL,2,"DNSTY_player1,DNSTY_player2,DNSTY_player3,DNSTY_player4,DNSTY_player5","ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5",241.2,252.4,1.5,1.23
2025-09-07,DNSTY,ULF Esports,ULF Esports,Sunset,ALL,2,"DNSTY_player1,DNSTY_player2,DNSTY_player3,DNSTY_player4,DNSTY_player5","ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5",220.9,242.3,1.28,1.25
2025-09-07,Mandatory,Twisted Minds,Mandatory,Icebox,ALL,2,"Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",250.8,270.5,1.12,1.43
2025-09-07,Mandatory,Twisted Minds,Mandatory,Sunset,ALL,2,"Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",226.6,193.4,1.31,1.37
2025-09-07,Mandatory,Twisted Minds,Twisted Minds,Icebox,ALL,2,"Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5","Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5",218.8,259.5,1.37,1.35
2025-09-07,Motiv Esports,FULL SENSE,Motiv Esports,Abyss,ALL,2,"Motiv Esports_player1,Motiv Esports_player2,Motiv Esports_player3,Motiv Esports_player4,Motiv Esports_player5","FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5",260.0,213.4,1.58,1.73
2025-09-07,Motiv Esports,FULL SENSE,Motiv Esports,Ascent,ALL,2,"Motiv Esports_player1,Motiv Esports_player2,Motiv Esports_player3,Motiv Esports_player4,Motiv Esports_player5","FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5",221.5,254.6,1.54,1.74
2025-09-07,Motiv Esports,FULL SENSE,Motiv Esports,Ascent,ALL,2,"Motiv Esports_player1,Motiv Esports_player2,Motiv Esports_player3,Motiv Esports_player4,Motiv Esports_player5","FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5",221.8,259.8,1.47,1.03
2025-09-07,Titan Esports Club,JDG Esports,JDG Esports,Icebox,ALL,2,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5",223.8,230.9,1.17,1.16
2025-09-07,Titan Esports Club,JDG Esports,JDG Esports,Sunset,ALL,2,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5",264.6,229.2,1.42,1.22
2025-09-07,Titan Esports Club,JDG Esports,JDG Esports,Bind,ALL,2,"Titan Esports Club_player1,Titan Esports Club_player2,Titan Esports Club_player3,Titan Esports Club_player4,Titan Esports Club_player5","JDG Esports_player1,JDG Esports_player2,JDG Esports_player3,JDG Esports_player4,JDG Esports_player5",232.9,283.0,1.54,1.18
2025-09-06,Shopify Rebellion Gold,Prosperity Esports,Shopify Rebellion Gold,Bind,ALL,2,"Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",172.7,195.6,0.86,1.45
2025-09-06,Shopify Rebellion Gold,Prosperity Esports,Prosperity Esports,Abyss,ALL,2,"Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",206.4,246.9,1.05,1.12
2025-09-06,Shopify Rebellion Gold,Prosperity Esports,Prosperity Esports,Lotus,ALL,2,"Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",199.9,212.0,0.75,1.39
2025-09-06,9z Team,ShindeN,9z Team,Breeze,Unknown,2,"9z Team_player1,9z Team_player2,9z Team_player3,9z Team_player4,9z Team_player5","ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5",196.1,217.2,1.04,0.73
2025-09-06,9z Team,ShindeN,9z Team,Split,Unknown,2,"9z Team_player1,9z Team_player2,9z Team_player3,9z Team_player4,9z Team_player5","ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5",155.8,217.0,1.02,0.91
2025-09-06,9z Team,ShindeN,9z Team,Split,Unknown,2,"9z Team_player1,9z Team_player2,9z Team_player3,9z Team_player4,9z Team_player5","ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5",228.3,195.3,0.61,1.03
2025-09-06,Team Solid,Los Grandes,Team Solid,Sunset,Unknown,2,"Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5","Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5",197.9,187.6,1.01,1.33
2025-09-06,Team Solid,Los Grandes,Team Solid,Lotus,Unknown,2,"Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5","Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5",173.0,222.9,0.96,0.95
2025-09-06,Team Solid,Los Grandes,Team Solid,Lotus,Unknown,2,"Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5","Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5",195.0,190.2,1.36,0.88
2025-09-06,SaD Esports,Burger Boyz,SaD Esports,Bind,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",216.0,241.1,1.17,1.4
2025-09-06,SaD Esports,Burger Boyz,SaD Esports,Abyss,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",228.5,241.2,1.36,1.24
2025-09-06,SaD Esports,Burger Boyz,Burger Boyz,Bind,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",255.5,252.3,1.49,1.54
2025-09-06,E-Xolos LAZER,Six Karma,E-Xolos LAZER,Sunset,Unknown,2,"E-Xolos LAZER_player1,E-Xolos LAZER_player2,E-Xolos LAZER_player3,E-Xolos LAZER_player4,E-Xolos LAZER_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",178.5,176.4,0.6,0.72
2025-09-06,E-Xolos LAZER,Six Karma,Six Karma,Split,Unknown,2,"E-Xolos LAZER_player1,E-Xolos LAZER_player2,E-Xolos LAZER_player3,E-Xolos LAZER_player4,E-Xolos LAZER_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",184.9,165.4,1.02,1.08
2025-09-06,E-Xolos LAZER,Six Karma,Six Karma,Ascent,Unknown,2,"E-Xolos LAZER_player1,E-Xolos LAZER_player2,E-Xolos LAZER_player3,E-Xolos LAZER_player4,E-Xolos LAZER_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",230.1,167.3,1.16,1.17
2025-09-06,Twisted Minds,ULF Esports,Twisted Minds,Breeze,ALL,2,"Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5","ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5",242.6,236.2,1.36,1.35
2025-09-06,Twisted Minds,ULF Esports,ULF Esports,Split,ALL,2,"Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5","ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5",236.3,211.3,1.7,1.1
2025-09-06,Twisted Minds,ULF Esports,ULF Esports,Lotus,ALL,2,"Twisted Minds_player1,Twisted Minds_player2,Twisted Minds_player3,Twisted Minds_player4,Twisted Minds_player5","ULF Esports_player1,ULF Esports_player2,ULF Esports_player3,ULF Esports_player4,ULF Esports_player5",236.8,218.9,1.47,1.49
2025-09-06,Mandatory,DNSTY,Mandatory,Abyss,ALL,2,"Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5","DNSTY_player1,DNSTY_player2,DNSTY_player3,DNSTY_player4,DNSTY_player5",240.6,226.9,0.99,1.18
2025-09-06,Mandatory,DNSTY,DNSTY,Icebox,ALL,2,"Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5","DNSTY_player1,DNSTY_player2,DNSTY_player3,DNSTY_player4,DNSTY_player5",228.9,229.6,1.09,1.36
2025-09-06,Mandatory,DNSTY,DNSTY,Haven,ALL,2,"Mandatory_player1,Mandatory_player2,Mandatory_player3,Mandatory_player4,Mandatory_player5","DNSTY_player1,DNSTY_player2,DNSTY_player3,DNSTY_player4,DNSTY_player5",243.6,210.9,1.28,1.17
2025-09-06,NAOS,FULL SENSE,NAOS,Breeze,ALL,2,"NAOS_player1,NAOS_player2,NAOS_player3,NAOS_player4,NAOS_player5","FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5",234.6,210.4,1.07,1.27
2025-09-06,NAOS,FULL SENSE,FULL SENSE,Bind,ALL,2,"NAOS_player1,NAOS_player2,NAOS_player3,NAOS_player4,NAOS_player5","FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5",240.9,233.1,1.27,1.44
2025-09-06,NAOS,FULL SENSE,FULL SENSE,Sunset,ALL,2,"NAOS_player1,NAOS_player2,NAOS_player3,NAOS_player4,NAOS_player5","FULL SENSE_player1,FULL SENSE_player2,FULL SENSE_player3,FULL SENSE_player4,FULL SENSE_player5",214.2,259.3,1.54,1.38
2025-09-06,FunPlus Phoenix,Wolves Esports,Wolves Esports,Icebox,ALL,2,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",279.6,250.4,1.32,1.18
2025-09-06,FunPlus Phoenix,Wolves Esports,Wolves Esports,Ascent,ALL,2,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",216.3,233.0,1.51,1.42
2025-09-06,FunPlus Phoenix,Wolves Esports,Wolves Esports,Icebox,ALL,2,"FunPlus Phoenix_player1,FunPlus Phoenix_player2,FunPlus Phoenix_player3,FunPlus Phoenix_player4,FunPlus Phoenix_player5","Wolves Esports_player1,Wolves Esports_player2,Wolves Esports_player3,Wolves Esports_player4,Wolves Esports_player5",254.0,221.3,1.25,1.07
2025-09-06,FEARX,SLT Seongnam,FEARX,Sunset,ALL,2,"FEARX_player1,FEARX_player2,FEARX_player3,FEARX_player4,FEARX_player5","SLT Seongnam_player1,SLT Seongnam_player2,SLT Seongnam_player3,SLT Seongnam_player4,SLT Seongnam_player5",214.6,244.4,1.54,1.43
2025-09-06,FEARX,SLT Seongnam,SLT Seongnam,Breeze,ALL,2,"FEARX_player1,FEARX_player2,FEARX_player3,FEARX_player4,FEARX_player5","SLT Seongnam_player1,SLT Seongnam_player2,SLT Seongnam_player3,SLT Seongnam_player4,SLT Seongnam_player5",272.3,232.5,1.61,1.12
2025-09-06,FEARX,SLT Seongnam,SLT Seongnam,Sunset,ALL,2,"FEARX_player1,FEARX_player2,FEARX_player3,FEARX_player4,FEARX_player5","SLT Seongnam_player1,SLT Seongnam_player2,SLT Seongnam_player3,SLT Seongnam_player4,SLT Seongnam_player5",225.7,210.6,1.3,1.02
2025-09-05,Team Solid,RED Canids,Team Solid,Haven,Unknown,2,"Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5","RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5",183.2,190.6,0.71,1.47
2025-09-05,Team Solid,RED Canids,RED Canids,Split,Unknown,2,"Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5","RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5",213.2,209.4,0.84,1.12
2025-09-05,Team Solid,RED Canids,RED Canids,Bind,Unknown,2,"Team Solid_player1,Team Solid_player2,Team Solid_player3,Team Solid_player4,Team Solid_player5","RED Canids_player1,RED Canids_player2,RED Canids_player3,RED Canids_player4,RED Canids_player5",194.6,213.1,1.0,1.32
2025-09-05,SaD Esports,Prosperity Esports,SaD Esports,Sunset,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",205.2,208.3,1.31,1.06
2025-09-05,SaD Esports,Prosperity Esports,SaD Esports,Bind,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",194.1,204.1,1.24,1.39
2025-09-05,SaD Esports,Prosperity Esports,Prosperity Esports,Lotus,ALL,2,"SaD Esports_player1,SaD Esports_player2,SaD Esports_player3,SaD Esports_player4,SaD Esports_player5","Prosperity Esports_player1,Prosperity Esports_player2,Prosperity Esports_player3,Prosperity Esports_player4,Prosperity Esports_player5",211.3,207.1,1.28,1.23
2025-09-05,ShindeN,Six Karma,ShindeN,Haven,Unknown,2,"ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",172.5,177.2,1.05,0.89
2025-09-05,ShindeN,Six Karma,ShindeN,Split,Unknown,2,"ShindeN_player1,ShindeN_player2,ShindeN_player3,ShindeN_player4,ShindeN_player5","Six Karma_player1,Six Karma_player2,Six Karma_player3,Six Karma_player4,Six Karma_player5",214.6,199.2,1.23,0.91
2025-09-05,Los Grandes,Corinthians Esports,Los Grandes,Bind,Unknown,2,"Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5","Corinthians Esports_player1,Corinthians Esports_player2,Corinthians Esports_player3,Corinthians Esports_player4,Corinthians Esports_player5",204.3,214.6,0.76,1.0
2025-09-05,Los Grandes,Corinthians Esports,Los Grandes,Abyss,Unknown,2,"Los Grandes_player1,Los Grandes_player2,Los Grandes_player3,Los Grandes_player4,Los Grandes_player5","Corinthians Esports_player1,Corinthians Esports_player2,Corinthians Esports_player3,Corinthians Esports_player4,Corinthians Esports_player5",195.6,198.6,1.08,1.07
2025-09-05,Shopify Rebellion Gold,Burger Boyz,Shopify Rebellion Gold,Haven,ALL,2,"Shopify Rebellion Gold_player1,Shopify Rebellion Gold_player2,Shopify Rebellion Gold_player3,Shopify Rebellion Gold_player4,Shopify Rebellion Gold_player5","Burger Boyz_player1,Burger Boyz_player2,Burger Boyz_player3,Burger Boyz_player4,Burger Boyz_player5",192.8,206.6,0.97,1.1
